,Requirement,Services
465, Out of 1000 accesses to the system  the system is available 999 times.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
466,The product shall operate in offline mode whenever internet connection is unavailable.,"Amazon Amplify,Amazon DynamoDB,Amazon AppSync"
467, The product shall allow the user to view previously downloaded search results  CMA reports  and appointments.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
468,The product shall retain user preferences in the event of a failure.,"Amazon Amplify,Amazon DynamoDB,Amazon AppSync"
469,100% of saved user preferences shall be restored when system comes back online.,"Amazon Amplify,Amazon DynamoDB,Amazon AppSync"
470,The product shall be able to support multiple remote users,"Amazon Amplify,Amazon DynamoDB,Amazon AppSync"
471,The product shall be able support 1000 simultaneous users.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
472,The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
473,The product shall be installed by an untrained realtor   without recourse to separately-printed instructions.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
474,90% of untrained realtors shall be able to install the product on their device without printed instructions,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
475,The product is expected to run on Windows CE and Palm operating systems.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon EC2"
476,Only registered realtors shall be able to access the system.,"Amazon S3,Amazon CloudFront,Amazon Cognito,Amazon RDS,Amazon Lambda"
477,Every user of the system shall be authenticated and authorized.,"Amazon S3,Amazon CloudFront,Amazon Cognito,Amazon RDS,Amazon Lambda"
478,The product shall prevent its data from incorrect data being introduced.,"Amazon S3,Amazon CloudFront,Amazon Lambda,Amazon WAF,Amazon Inspector,Amazon GuardDuty"
479,The system shall allow a real estate agent to query MLS information,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
480,The user shall be able to get driving directions to a selected property,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
481,The user shall be able to download appointments and contact information for clients,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
482,The system shall display clear property images in the search results,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
483,system shall be able to handle all of the user requests/usage during business hours.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
484,The system shall cater to 10 simultaneous users from 9am to 5pm.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
485,The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
486,The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
487,The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
488,The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
489,A secondary database will be used to store historical statistics and data.,"Amazon RDS,Amazon DynamoDB,Amazon DocumentDB,Amazon S3"
490,The system shall be able to call the seller or buyer to schedule an appointment,"Amazon RDS,Amazon Lambda,Amazon SES,Amazon SNS"
491,The realtor shall be notified of new client appointments after automatic synchronization with office system,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon SES"
492,The realtor shall be able to retrieve a map showing property locations for a specified area,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
493,The system shall notify the realtor when a seller or buyer responds to an appointment request,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon SES"
494,The product shall allow the user to save the property search results.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon ElasticSearch"
495,The system shall be easy to use by the Program Administrators/Nursing Staff Members.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
496,All of the users shall be able to use the system after one day of training.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
497,The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon EventBridge"
498,The number of mistakes noted by the students shall be decreased by 50% in the first year.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
499,The system shall be intuitive to the Program Administrators/Nursing Staff Members.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
500,2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon SNS,Amazon SES"
501,The system shall use symbols and words that are naturally understandable by the user community.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
502,The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
503,Staff members shall be able to complete a set of tasks in a timely manner.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
504,The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
505,The system shall be available for use between the hours of 8am and 6pm.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
506,The system shall operate within the Windows XP Professional operating system.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon EC2"
507,The system shall interface with CampusConnect s central server,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
508,The system shall interface with the faculty central server.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
509,The system shall interface with the student master server.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
510,We must be able to interface with any HTML browser.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
511,Only authorized users shall have access to clinical site information.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
512,Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
513,Only authorized users shall have access to students  personal information.,"Amazon S3,Amazon CloudFront,Amazon Cognito,Amazon RDS,Amazon Lambda"
514,Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students  personal information.,"Amazon S3,Amazon CloudFront,Amazon Cognito,Amazon RDS,Amazon Lambda"
515,Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.,"Amazon S3,Amazon CloudFront,Amazon Cognito,Amazon RDS,Amazon Lambda"
516,Fit Criterion,
517,The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
518,The system shall protect private information in accordance with the organization s information policy.,"Amazon IAM,Amazon GuardDuty"
519,The system shall be built such that it is as secure as possible from malicious interference.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon IAM,Amazon VPC"
520,The system shall use the organization s standard virus protection software to help monitor threats to itself.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon IAM,Amazon VPC,Amazon CloudWatch"
521,A cohort shall be associated to one Program of Study offered by the department.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
522,Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
523,Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
524,Students added to a cohort shall be eligible for the cohort s Program of Study.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
525,Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
526, For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
527,Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
528,Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon EventBridge"
529,New System version releases shall be released at the beginning of each NFL season.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon EventBridge"
530,The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon DataSync"
531,The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon DataSync"
532,The system shall allow modification of the display.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
533,The system shall offer a display of all the Events in the exercise.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
534,The system shall filter data by,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
535,The system shall allow a user to define the time segments,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
536,The system shall display the local and exercise time in separate clocks,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
537,The system shall offer the ability to pause and resume the refresh of data.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
538,The system shall provide charts for the Activity or Event actual versus assumed time.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
